time,id,location
2023-03-01 07:14:00,1285,fruit
2023-03-01 07:14:00,817,entrance
2023-03-01 07:14:00,1124,drinks
2023-03-01 07:14:00,1424,dairy
2023-03-01 07:14:00,214,fruit
2023-03-01 07:14:00,980,fruit
2023-03-01 07:14:00,524,entrance
2023-03-01 07:14:00,222,spices
2023-03-01 07:14:00,197,fruit
2023-03-01 07:14:00,863,checkout
2023-03-01 07:14:00,943,dairy
2023-03-01 07:14:00,538,checkout
2023-03-01 07:14:00,379,entrance
2023-03-01 07:14:00,992,drinks
2023-03-01 07:14:00,546,drinks
2023-03-01 07:15:00,943,dairy
2023-03-01 07:15:00,214,dairy
2023-03-01 07:15:00,524,dairy
2023-03-01 07:15:00,1285,spices
2023-03-01 07:15:00,782,entrance
2023-03-01 07:15:00,980,drinks
2023-03-01 07:15:00,379,dairy
2023-03-01 07:15:00,817,drinks
2023-03-01 07:15:00,1189,entrance
2023-03-01 07:15:00,992,drinks
2023-03-01 07:15:00,197,fruit
2023-03-01 07:15:00,222,checkout
2023-03-01 07:15:00,1124,drinks
2023-03-01 07:15:00,546,drinks
2023-03-01 07:15:00,1424,dairy
2023-03-01 07:16:00,182,entrance
2023-03-01 07:16:00,1424,dairy
2023-03-01 07:16:00,817,drinks
2023-03-01 07:16:00,379,dairy
2023-03-01 07:16:00,1189,drinks
2023-03-01 07:16:00,214,dairy
2023-03-01 07:16:00,1285,drinks
2023-03-01 07:16:00,943,dairy
2023-03-01 07:16:00,782,fruit
2023-03-01 07:16:00,980,dairy
2023-03-01 07:16:00,197,fruit
2023-03-01 07:16:00,336,entrance
2023-03-01 07:16:00,546,fruit
2023-03-01 07:16:00,524,dairy
2023-03-01 07:16:00,992,drinks
2023-03-01 07:16:00,1124,spices
2023-03-01 07:16:00,607,entrance
2023-03-01 07:17:00,943,dairy
2023-03-01 07:17:00,182,dairy
2023-03-01 07:17:00,817,checkout
2023-03-01 07:17:00,1189,fruit
2023-03-01 07:17:00,379,spices
2023-03-01 07:17:00,607,dairy
2023-03-01 07:17:00,992,drinks
2023-03-01 07:17:00,1285,drinks
2023-03-01 07:17:00,524,dairy
2023-03-01 07:17:00,197,spices
2023-03-01 07:17:00,214,dairy
2023-03-01 07:17:00,336,fruit
2023-03-01 07:17:00,980,dairy
2023-03-01 07:17:00,546,fruit
2023-03-01 07:17:00,1424,dairy
2023-03-01 07:17:00,782,fruit
2023-03-01 07:17:00,1124,checkout
2023-03-01 07:18:00,546,fruit
2023-03-01 07:18:00,1285,checkout
2023-03-01 07:18:00,214,dairy
2023-03-01 07:18:00,943,dairy
2023-03-01 07:18:00,1424,dairy
2023-03-01 07:18:00,182,dairy
2023-03-01 07:18:00,336,drinks
2023-03-01 07:18:00,607,checkout
2023-03-01 07:18:00,524,dairy
2023-03-01 07:18:00,1189,checkout
2023-03-01 07:18:00,285,entrance
2023-03-01 07:18:00,197,drinks
2023-03-01 07:18:00,782,fruit
2023-03-01 07:18:00,992,dairy
2023-03-01 07:18:00,980,drinks
2023-03-01 07:18:00,379,drinks
2023-03-01 07:19:00,1315,entrance
2023-03-01 07:19:00,524,dairy
2023-03-01 07:19:00,546,fruit
2023-03-01 07:19:00,943,dairy
2023-03-01 07:19:00,285,fruit
2023-03-01 07:19:00,182,dairy
2023-03-01 07:19:00,782,fruit
2023-03-01 07:19:00,793,entrance
2023-03-01 07:19:00,1424,dairy
2023-03-01 07:19:00,980,fruit
2023-03-01 07:19:00,24,entrance
2023-03-01 07:19:00,992,spices
2023-03-01 07:19:00,1252,entrance
2023-03-01 07:19:00,744,entrance
2023-03-01 07:19:00,197,drinks
2023-03-01 07:19:00,336,drinks
2023-03-01 07:19:00,379,checkout
2023-03-01 07:19:00,214,fruit
2023-03-01 07:20:00,1252,fruit
2023-03-01 07:20:00,980,fruit
2023-03-01 07:20:00,744,dairy
2023-03-01 07:20:00,182,fruit
2023-03-01 07:20:00,930,entrance
2023-03-01 07:20:00,336,drinks
2023-03-01 07:20:00,943,dairy
2023-03-01 07:20:00,546,checkout
2023-03-01 07:20:00,1424,dairy
2023-03-01 07:20:00,24,dairy
2023-03-01 07:20:00,524,dairy
2023-03-01 07:20:00,782,fruit
2023-03-01 07:20:00,214,fruit
2023-03-01 07:20:00,285,fruit
2023-03-01 07:20:00,197,drinks
2023-03-01 07:20:00,1315,fruit
2023-03-01 07:20:00,793,fruit
2023-03-01 07:20:00,992,checkout
2023-03-01 07:21:00,336,fruit
2023-03-01 07:21:00,1252,dairy
2023-03-01 07:21:00,1424,dairy
2023-03-01 07:21:00,744,dairy
2023-03-01 07:21:00,24,spices
2023-03-01 07:21:00,930,dairy
2023-03-01 07:21:00,197,drinks
2023-03-01 07:21:00,214,checkout
2023-03-01 07:21:00,943,dairy
2023-03-01 07:21:00,980,checkout
2023-03-01 07:21:00,182,drinks
2023-03-01 07:21:00,793,checkout
2023-03-01 07:21:00,285,checkout
2023-03-01 07:21:00,768,entrance
2023-03-01 07:21:00,782,fruit
2023-03-01 07:21:00,1315,fruit
2023-03-01 07:21:00,524,dairy
2023-03-01 07:22:00,524,dairy
2023-03-01 07:22:00,197,drinks
2023-03-01 07:22:00,24,spices
2023-03-01 07:22:00,1424,dairy
2023-03-01 07:22:00,1226,entrance
2023-03-01 07:22:00,336,fruit
2023-03-01 07:22:00,782,fruit
2023-03-01 07:22:00,1315,fruit
2023-03-01 07:22:00,930,dairy
2023-03-01 07:22:00,744,checkout
2023-03-01 07:22:00,768,fruit
2023-03-01 07:22:00,943,dairy
2023-03-01 07:22:00,444,entrance
2023-03-01 07:22:00,1252,dairy
2023-03-01 07:22:00,182,spices
2023-03-01 07:23:00,943,dairy
2023-03-01 07:23:00,509,entrance
2023-03-01 07:23:00,197,drinks
2023-03-01 07:23:00,182,fruit
2023-03-01 07:23:00,24,spices
2023-03-01 07:23:00,336,fruit
2023-03-01 07:23:00,930,dairy
2023-03-01 07:23:00,1226,drinks
2023-03-01 07:23:00,1252,dairy
2023-03-01 07:23:00,444,fruit
2023-03-01 07:23:00,1424,dairy
2023-03-01 07:23:00,524,dairy
2023-03-01 07:23:00,768,fruit
2023-03-01 07:23:00,1315,checkout
2023-03-01 07:23:00,782,dairy
2023-03-01 07:24:00,1226,checkout
2023-03-01 07:24:00,768,checkout
2023-03-01 07:24:00,509,dairy
2023-03-01 07:24:00,336,fruit
2023-03-01 07:24:00,943,dairy
2023-03-01 07:24:00,24,checkout
2023-03-01 07:24:00,197,spices
2023-03-01 07:24:00,524,checkout
2023-03-01 07:24:00,782,dairy
2023-03-01 07:24:00,1424,fruit
2023-03-01 07:24:00,444,fruit
2023-03-01 07:24:00,182,checkout
2023-03-01 07:24:00,1252,drinks
2023-03-01 07:24:00,930,spices
2023-03-01 07:25:00,336,fruit
2023-03-01 07:25:00,444,fruit
2023-03-01 07:25:00,197,drinks
2023-03-01 07:25:00,1252,drinks
2023-03-01 07:25:00,509,dairy
2023-03-01 07:25:00,225,entrance
2023-03-01 07:25:00,761,entrance
2023-03-01 07:25:00,1424,spices
2023-03-01 07:25:00,782,dairy
2023-03-01 07:25:00,943,dairy
2023-03-01 07:25:00,930,spices
2023-03-01 07:26:00,1220,entrance
2023-03-01 07:26:00,1252,drinks
2023-03-01 07:26:00,782,dairy
2023-03-01 07:26:00,761,spices
2023-03-01 07:26:00,444,fruit
2023-03-01 07:26:00,336,spices
2023-03-01 07:26:00,509,drinks
2023-03-01 07:26:00,849,entrance
2023-03-01 07:26:00,225,fruit
2023-03-01 07:26:00,831,entrance
2023-03-01 07:26:00,1424,spices
2023-03-01 07:26:00,197,drinks
2023-03-01 07:26:00,943,dairy
2023-03-01 07:26:00,1332,entrance
2023-03-01 07:26:00,930,fruit
2023-03-01 07:27:00,831,drinks
2023-03-01 07:27:00,1424,spices
2023-03-01 07:27:00,761,spices
2023-03-01 07:27:00,782,dairy
2023-03-01 07:27:00,509,dairy
2023-03-01 07:27:00,1332,drinks
2023-03-01 07:27:00,1269,entrance
2023-03-01 07:27:00,444,dairy
2023-03-01 07:27:00,1252,spices
2023-03-01 07:27:00,225,fruit
2023-03-01 07:27:00,197,spices
2023-03-01 07:27:00,336,dairy
2023-03-01 07:27:00,930,fruit
2023-03-01 07:27:00,849,spices
2023-03-01 07:27:00,1220,drinks
2023-03-01 07:27:00,943,dairy
2023-03-01 07:28:00,1252,spices
2023-03-01 07:28:00,1269,fruit
2023-03-01 07:28:00,225,fruit
2023-03-01 07:28:00,1424,dairy
2023-03-01 07:28:00,336,drinks
2023-03-01 07:28:00,930,fruit
2023-03-01 07:28:00,849,checkout
2023-03-01 07:28:00,761,checkout
2023-03-01 07:28:00,444,dairy
2023-03-01 07:28:00,197,spices
2023-03-01 07:28:00,1220,drinks
2023-03-01 07:28:00,831,drinks
2023-03-01 07:28:00,943,spices
2023-03-01 07:28:00,509,dairy
2023-03-01 07:28:00,782,dairy
2023-03-01 07:28:00,1332,drinks
2023-03-01 07:29:00,1332,checkout
2023-03-01 07:29:00,831,fruit
2023-03-01 07:29:00,1424,dairy
2023-03-01 07:29:00,454,entrance
2023-03-01 07:29:00,197,spices
2023-03-01 07:29:00,930,fruit
2023-03-01 07:29:00,444,dairy
2023-03-01 07:29:00,1252,spices
2023-03-01 07:29:00,1220,checkout
2023-03-01 07:29:00,225,fruit
2023-03-01 07:29:00,336,fruit
2023-03-01 07:29:00,943,checkout
2023-03-01 07:29:00,509,dairy
2023-03-01 07:29:00,782,dairy
2023-03-01 07:29:00,1269,spices
2023-03-01 07:30:00,1252,checkout
2023-03-01 07:30:00,444,dairy
2023-03-01 07:30:00,831,fruit
2023-03-01 07:30:00,628,entrance
2023-03-01 07:30:00,1269,checkout
2023-03-01 07:30:00,225,checkout
2023-03-01 07:30:00,509,dairy
2023-03-01 07:30:00,197,drinks
2023-03-01 07:30:00,782,dairy
2023-03-01 07:30:00,1073,entrance
2023-03-01 07:30:00,1424,checkout
2023-03-01 07:30:00,336,fruit
2023-03-01 07:30:00,454,dairy
2023-03-01 07:30:00,930,fruit
2023-03-01 07:31:00,930,dairy
2023-03-01 07:31:00,454,dairy
2023-03-01 07:31:00,375,entrance
2023-03-01 07:31:00,1459,entrance
2023-03-01 07:31:00,1073,fruit
2023-03-01 07:31:00,444,dairy
2023-03-01 07:31:00,628,fruit
2023-03-01 07:31:00,872,entrance
2023-03-01 07:31:00,336,dairy
2023-03-01 07:31:00,782,dairy
2023-03-01 07:31:00,509,drinks
2023-03-01 07:31:00,197,drinks
2023-03-01 07:31:00,831,fruit
2023-03-01 07:32:00,872,dairy
2023-03-01 07:32:00,1073,fruit
2023-03-01 07:32:00,454,fruit
2023-03-01 07:32:00,509,drinks
2023-03-01 07:32:00,692,entrance
2023-03-01 07:32:00,930,dairy
2023-03-01 07:32:00,1459,fruit
2023-03-01 07:32:00,444,dairy
2023-03-01 07:32:00,375,drinks
2023-03-01 07:32:00,782,checkout
2023-03-01 07:32:00,628,spices
2023-03-01 07:32:00,197,checkout
2023-03-01 07:32:00,831,fruit
2023-03-01 07:32:00,336,dairy
2023-03-01 07:33:00,454,fruit
2023-03-01 07:33:00,321,entrance
2023-03-01 07:33:00,628,spices
2023-03-01 07:33:00,692,dairy
2023-03-01 07:33:00,872,spices
2023-03-01 07:33:00,934,entrance
2023-03-01 07:33:00,1073,fruit
2023-03-01 07:33:00,930,checkout
2023-03-01 07:33:00,444,dairy
2023-03-01 07:33:00,509,spices
2023-03-01 07:33:00,831,fruit
2023-03-01 07:33:00,1459,checkout
2023-03-01 07:33:00,375,checkout
2023-03-01 07:33:00,336,dairy
2023-03-01 07:34:00,321,spices
2023-03-01 07:34:00,444,dairy
2023-03-01 07:34:00,454,fruit
2023-03-01 07:34:00,1112,entrance
2023-03-01 07:34:00,628,spices
2023-03-01 07:34:00,831,fruit
2023-03-01 07:34:00,934,dairy
2023-03-01 07:34:00,336,dairy
2023-03-01 07:34:00,692,dairy
2023-03-01 07:34:00,389,entrance
2023-03-01 07:34:00,1073,drinks
2023-03-01 07:34:00,254,entrance
2023-03-01 07:34:00,872,spices
2023-03-01 07:34:00,509,checkout
2023-03-01 07:35:00,444,dairy
2023-03-01 07:35:00,1073,drinks
2023-03-01 07:35:00,805,entrance
2023-03-01 07:35:00,1112,fruit
2023-03-01 07:35:00,321,drinks
2023-03-01 07:35:00,389,fruit
2023-03-01 07:35:00,336,dairy
2023-03-01 07:35:00,254,dairy
2023-03-01 07:35:00,1198,entrance
2023-03-01 07:35:00,692,dairy
2023-03-01 07:35:00,628,spices
2023-03-01 07:35:00,454,checkout
2023-03-01 07:35:00,934,dairy
2023-03-01 07:35:00,831,fruit
2023-03-01 07:35:00,872,dairy
2023-03-01 07:36:00,444,drinks
2023-03-01 07:36:00,1112,fruit
2023-03-01 07:36:00,389,checkout
2023-03-01 07:36:00,692,dairy
2023-03-01 07:36:00,831,fruit
2023-03-01 07:36:00,336,drinks
2023-03-01 07:36:00,1073,drinks
2023-03-01 07:36:00,805,dairy
2023-03-01 07:36:00,934,dairy
2023-03-01 07:36:00,1065,entrance
2023-03-01 07:36:00,628,checkout
2023-03-01 07:36:00,1198,drinks
2023-03-01 07:36:00,321,fruit
2023-03-01 07:36:00,254,dairy
2023-03-01 07:36:00,872,fruit
2023-03-01 07:37:00,336,spices
2023-03-01 07:37:00,1198,drinks
2023-03-01 07:37:00,254,dairy
2023-03-01 07:37:00,692,dairy
2023-03-01 07:37:00,872,dairy
2023-03-01 07:37:00,1112,fruit
2023-03-01 07:37:00,934,dairy
2023-03-01 07:37:00,831,fruit
2023-03-01 07:37:00,321,drinks
2023-03-01 07:37:00,1073,checkout
2023-03-01 07:37:00,1065,fruit
2023-03-01 07:37:00,444,dairy
2023-03-01 07:37:00,805,dairy
2023-03-01 07:38:00,831,fruit
2023-03-01 07:38:00,1198,drinks
2023-03-01 07:38:00,934,dairy
2023-03-01 07:38:00,444,dairy
2023-03-01 07:38:00,336,spices
2023-03-01 07:38:00,872,dairy
2023-03-01 07:38:00,805,dairy
2023-03-01 07:38:00,1112,fruit
2023-03-01 07:38:00,692,dairy
2023-03-01 07:38:00,254,dairy
2023-03-01 07:38:00,1065,fruit
2023-03-01 07:38:00,321,drinks
2023-03-01 07:39:00,254,spices
2023-03-01 07:39:00,1112,fruit
2023-03-01 07:39:00,321,drinks
2023-03-01 07:39:00,1198,spices
2023-03-01 07:39:00,805,dairy
2023-03-01 07:39:00,934,dairy
2023-03-01 07:39:00,831,fruit
2023-03-01 07:39:00,345,entrance
2023-03-01 07:39:00,872,dairy
2023-03-01 07:39:00,1065,fruit
2023-03-01 07:39:00,336,drinks
2023-03-01 07:39:00,444,dairy
2023-03-01 07:39:00,692,dairy
2023-03-01 07:40:00,370,entrance
2023-03-01 07:40:00,336,drinks
2023-03-01 07:40:00,345,spices
2023-03-01 07:40:00,1198,dairy
2023-03-01 07:40:00,321,drinks
2023-03-01 07:40:00,831,fruit
2023-03-01 07:40:00,934,dairy
2023-03-01 07:40:00,692,dairy
2023-03-01 07:40:00,902,entrance
2023-03-01 07:40:00,1065,fruit
2023-03-01 07:40:00,872,spices
2023-03-01 07:40:00,444,checkout
2023-03-01 07:40:00,805,dairy
2023-03-01 07:40:00,1112,checkout
2023-03-01 07:40:00,254,drinks
2023-03-01 07:41:00,805,dairy
2023-03-01 07:41:00,1198,dairy
2023-03-01 07:41:00,872,dairy
2023-03-01 07:41:00,887,entrance
2023-03-01 07:41:00,831,fruit
2023-03-01 07:41:00,902,spices
2023-03-01 07:41:00,692,drinks
2023-03-01 07:41:00,1467,entrance
2023-03-01 07:41:00,254,drinks
2023-03-01 07:41:00,370,dairy
2023-03-01 07:41:00,345,checkout
2023-03-01 07:41:00,321,spices
2023-03-01 07:41:00,336,drinks
2023-03-01 07:41:00,1065,fruit
2023-03-01 07:41:00,335,entrance
2023-03-01 07:41:00,934,dairy
2023-03-01 07:42:00,1198,dairy
2023-03-01 07:42:00,370,dairy
2023-03-01 07:42:00,831,drinks
2023-03-01 07:42:00,336,drinks
2023-03-01 07:42:00,1065,fruit
2023-03-01 07:42:00,749,entrance
2023-03-01 07:42:00,805,dairy
2023-03-01 07:42:00,1467,drinks
2023-03-01 07:42:00,692,spices
2023-03-01 07:42:00,872,checkout
2023-03-01 07:42:00,887,dairy
2023-03-01 07:42:00,321,spices
2023-03-01 07:42:00,902,spices
2023-03-01 07:42:00,254,checkout
2023-03-01 07:42:00,891,entrance
2023-03-01 07:42:00,335,dairy
2023-03-01 07:42:00,934,dairy
2023-03-01 07:43:00,934,dairy
2023-03-01 07:43:00,1065,fruit
2023-03-01 07:43:00,887,dairy
2023-03-01 07:43:00,831,checkout
2023-03-01 07:43:00,902,spices
2023-03-01 07:43:00,805,dairy
2023-03-01 07:43:00,891,dairy
2023-03-01 07:43:00,1198,dairy
2023-03-01 07:43:00,1467,dairy
2023-03-01 07:43:00,692,spices
2023-03-01 07:43:00,370,dairy
2023-03-01 07:43:00,335,dairy
2023-03-01 07:43:00,336,checkout
2023-03-01 07:43:00,321,spices
2023-03-01 07:43:00,749,dairy
2023-03-01 07:44:00,370,fruit
2023-03-01 07:44:00,692,spices
2023-03-01 07:44:00,335,dairy
2023-03-01 07:44:00,902,fruit
2023-03-01 07:44:00,934,dairy
2023-03-01 07:44:00,749,dairy
2023-03-01 07:44:00,321,checkout
2023-03-01 07:44:00,1065,fruit
2023-03-01 07:44:00,1467,dairy
2023-03-01 07:44:00,805,dairy
2023-03-01 07:44:00,891,dairy
2023-03-01 07:44:00,1198,dairy
2023-03-01 07:44:00,887,dairy
2023-03-01 07:45:00,887,drinks
2023-03-01 07:45:00,335,dairy
2023-03-01 07:45:00,1198,dairy
2023-03-01 07:45:00,934,dairy
2023-03-01 07:45:00,749,dairy
2023-03-01 07:45:00,805,dairy
2023-03-01 07:45:00,370,fruit
2023-03-01 07:45:00,692,fruit
2023-03-01 07:45:00,891,dairy
2023-03-01 07:45:00,1177,entrance
2023-03-01 07:45:00,902,fruit
2023-03-01 07:45:00,1467,dairy
2023-03-01 07:45:00,1065,fruit
2023-03-01 07:46:00,680,entrance
2023-03-01 07:46:00,749,dairy
2023-03-01 07:46:00,335,dairy
2023-03-01 07:46:00,891,dairy
2023-03-01 07:46:00,926,entrance
2023-03-01 07:46:00,887,drinks
2023-03-01 07:46:00,902,fruit
2023-03-01 07:46:00,805,checkout
2023-03-01 07:46:00,370,fruit
2023-03-01 07:46:00,1198,checkout
2023-03-01 07:46:00,1453,entrance
2023-03-01 07:46:00,1065,fruit
2023-03-01 07:46:00,692,dairy
2023-03-01 07:46:00,934,dairy
2023-03-01 07:46:00,1177,fruit
2023-03-01 07:46:00,1467,spices
2023-03-01 07:47:00,680,fruit
2023-03-01 07:47:00,335,dairy
2023-03-01 07:47:00,1065,drinks
2023-03-01 07:47:00,203,entrance
2023-03-01 07:47:00,749,fruit
2023-03-01 07:47:00,926,spices
2023-03-01 07:47:00,370,fruit
2023-03-01 07:47:00,692,dairy
2023-03-01 07:47:00,887,checkout
2023-03-01 07:47:00,1177,checkout
2023-03-01 07:47:00,934,dairy
2023-03-01 07:47:00,1467,fruit
2023-03-01 07:47:00,902,fruit
2023-03-01 07:47:00,1453,spices
2023-03-01 07:47:00,891,dairy
2023-03-01 07:48:00,749,fruit
2023-03-01 07:48:00,926,spices
2023-03-01 07:48:00,203,drinks
2023-03-01 07:48:00,1453,fruit
2023-03-01 07:48:00,902,fruit
2023-03-01 07:48:00,891,dairy
2023-03-01 07:48:00,1065,checkout
2023-03-01 07:48:00,599,entrance
2023-03-01 07:48:00,1467,checkout
2023-03-01 07:48:00,692,dairy
2023-03-01 07:48:00,680,fruit
2023-03-01 07:48:00,370,checkout
2023-03-01 07:48:00,335,dairy
2023-03-01 07:48:00,934,dairy
2023-03-01 07:49:00,926,fruit
2023-03-01 07:49:00,934,spices
2023-03-01 07:49:00,891,dairy
2023-03-01 07:49:00,508,entrance
2023-03-01 07:49:00,749,fruit
2023-03-01 07:49:00,599,dairy
2023-03-01 07:49:00,902,drinks
2023-03-01 07:49:00,87,entrance
2023-03-01 07:49:00,335,dairy
2023-03-01 07:49:00,659,entrance
2023-03-01 07:49:00,1453,spices
2023-03-01 07:49:00,680,drinks
2023-03-01 07:49:00,692,dairy
2023-03-01 07:49:00,534,entrance
2023-03-01 07:49:00,203,drinks
2023-03-01 07:50:00,508,fruit
2023-03-01 07:50:00,1453,fruit
2023-03-01 07:50:00,203,drinks
2023-03-01 07:50:00,599,checkout
2023-03-01 07:50:00,902,drinks
2023-03-01 07:50:00,749,dairy
2023-03-01 07:50:00,926,checkout
2023-03-01 07:50:00,659,spices
2023-03-01 07:50:00,934,spices
2023-03-01 07:50:00,891,dairy
2023-03-01 07:50:00,335,drinks
2023-03-01 07:50:00,87,fruit
2023-03-01 07:50:00,680,checkout
2023-03-01 07:50:00,692,dairy
2023-03-01 07:50:00,534,drinks
2023-03-01 07:51:00,749,dairy
2023-03-01 07:51:00,692,dairy
2023-03-01 07:51:00,934,dairy
2023-03-01 07:51:00,203,drinks
2023-03-01 07:51:00,902,fruit
2023-03-01 07:51:00,1474,entrance
2023-03-01 07:51:00,659,dairy
2023-03-01 07:51:00,508,dairy
2023-03-01 07:51:00,1453,fruit
2023-03-01 07:51:00,335,drinks
2023-03-01 07:51:00,87,dairy
2023-03-01 07:51:00,891,dairy
2023-03-01 07:51:00,534,checkout
2023-03-01 07:52:00,1453,fruit
2023-03-01 07:52:00,335,drinks
2023-03-01 07:52:00,692,dairy
2023-03-01 07:52:00,268,entrance
2023-03-01 07:52:00,764,entrance
2023-03-01 07:52:00,659,dairy
2023-03-01 07:52:00,1485,entrance
2023-03-01 07:52:00,1474,fruit
2023-03-01 07:52:00,934,dairy
2023-03-01 07:52:00,891,dairy
2023-03-01 07:52:00,87,dairy
2023-03-01 07:52:00,902,fruit
2023-03-01 07:52:00,508,drinks
2023-03-01 07:52:00,203,drinks
2023-03-01 07:52:00,749,checkout
2023-03-01 07:53:00,692,dairy
2023-03-01 07:53:00,934,fruit
2023-03-01 07:53:00,203,drinks
2023-03-01 07:53:00,1453,spices
2023-03-01 07:53:00,659,dairy
