time,location,new_id
07:53,drinks,10
07:53,fruit,14
07:53,spices,7
07:54,checkout,11
07:54,dairy,13
07:54,drinks,7
07:54,fruit,12
07:54,spices,6
07:55,checkout,5
07:55,dairy,12
07:55,drinks,7
07:55,fruit,15
07:55,spices,4
07:56,checkout,7
07:56,dairy,18
07:56,drinks,9
07:56,fruit,14
07:56,spices,2
07:57,checkout,8
07:57,dairy,17
07:57,drinks,11
07:57,fruit,13
07:57,spices,3
07:58,checkout,3
07:58,dairy,14
07:58,drinks,8
07:58,fruit,15
07:58,spices,5
07:59,checkout,6
07:59,dairy,15
07:59,drinks,8
07:59,fruit,11
07:59,spices,4
08:00,checkout,6
08:00,dairy,16
08:00,drinks,7
08:00,fruit,12
08:00,spices,6
08:01,checkout,8
08:01,dairy,17
08:01,drinks,9
08:01,fruit,12
08:01,spices,6
08:02,checkout,9
08:02,dairy,26
08:02,drinks,6
08:02,fruit,12
08:02,spices,7
08:03,checkout,8
08:03,dairy,24
08:03,drinks,11
08:03,fruit,10
08:03,spices,7
08:04,checkout,10
08:04,dairy,22
08:04,drinks,12
08:04,fruit,17
08:04,spices,11
08:05,checkout,10
08:05,dairy,27
08:05,drinks,5
08:05,fruit,22
08:05,spices,10
08:06,checkout,12
08:06,dairy,28
08:06,drinks,15
08:06,fruit,15
08:06,spices,4
08:07,checkout,9
08:07,dairy,28
08:07,drinks,10
08:07,fruit,17
08:07,spices,9
08:08,checkout,9
08:08,dairy,30
08:08,drinks,10
08:08,fruit,18
08:08,spices,9
08:09,checkout,11
08:09,dairy,29
08:09,drinks,7
08:09,fruit,18
08:09,spices,7
08:10,checkout,4
08:10,dairy,33
08:10,drinks,9
08:10,fruit,19
08:10,spices,13
08:11,checkout,14
08:11,dairy,33
08:11,drinks,4
08:11,fruit,16
08:11,spices,16
08:12,checkout,9
08:12,dairy,34
08:12,drinks,4
08:12,fruit,18
08:12,spices,6
08:13,checkout,13
08:13,dairy,34
08:13,drinks,7
08:13,fruit,11
08:13,spices,7
08:14,checkout,3
08:14,dairy,36
08:14,drinks,8
08:14,fruit,17
08:14,spices,8
08:15,checkout,8
08:15,dairy,33
08:15,drinks,11
08:15,fruit,19
08:15,spices,5
08:16,checkout,11
08:16,dairy,26
08:16,drinks,18
08:16,fruit,23
08:16,spices,7
08:17,checkout,19
08:17,dairy,25
08:17,drinks,12
08:17,fruit,24
08:17,spices,12
08:18,checkout,11
08:18,dairy,27
08:18,drinks,13
08:18,fruit,21
08:18,spices,9
08:19,checkout,12
08:19,dairy,32
08:19,drinks,10
08:19,fruit,20
08:19,spices,5
08:20,checkout,5
08:20,dairy,30
08:20,drinks,10
08:20,fruit,20
08:20,spices,12
08:21,checkout,11
08:21,dairy,33
08:21,drinks,10
08:21,fruit,29
08:21,spices,15
08:22,checkout,16
08:22,dairy,34
08:22,drinks,17
08:22,fruit,24
08:22,spices,11
08:23,checkout,15
08:23,dairy,29
08:23,drinks,12
08:23,fruit,25
08:23,spices,12
08:24,checkout,7
08:24,dairy,33
08:24,drinks,15
08:24,fruit,29
08:24,spices,8
08:25,checkout,20
08:25,dairy,33
08:25,drinks,16
08:25,fruit,19
08:25,spices,6
08:26,checkout,18
08:26,dairy,30
08:26,drinks,14
08:26,fruit,19
08:26,spices,10
08:27,checkout,17
08:27,dairy,29
08:27,drinks,10
08:27,fruit,20
08:27,spices,13
08:28,checkout,13
08:28,dairy,32
08:28,drinks,12
08:28,fruit,20
08:28,spices,10
08:29,checkout,17
08:29,dairy,32
08:29,drinks,14
08:29,fruit,12
08:29,spices,10
08:30,checkout,8
08:30,dairy,26
08:30,drinks,16
08:30,fruit,14
08:30,spices,9
08:31,checkout,9
08:31,dairy,27
08:31,drinks,12
08:31,fruit,14
08:31,spices,10
08:32,checkout,6
08:32,dairy,28
08:32,drinks,15
08:32,fruit,16
08:32,spices,9
08:33,checkout,11
08:33,dairy,26
08:33,drinks,11
08:33,fruit,16
08:33,spices,15
08:34,checkout,7
08:34,dairy,23
08:34,drinks,20
08:34,fruit,22
08:34,spices,12
08:35,checkout,9
08:35,dairy,25
08:35,drinks,17
08:35,fruit,22
08:35,spices,14
08:36,checkout,10
08:36,dairy,30
08:36,drinks,17
08:36,fruit,20
08:36,spices,11
08:37,checkout,11
08:37,dairy,28
08:37,drinks,14
08:37,fruit,23
08:37,spices,7
08:38,checkout,9
08:38,dairy,30
08:38,drinks,14
08:38,fruit,20
08:38,spices,10
08:39,checkout,17
08:39,dairy,23
08:39,drinks,16
08:39,fruit,17
08:39,spices,12
08:40,checkout,6
08:40,dairy,25
08:40,drinks,19
08:40,fruit,24
08:40,spices,10
08:41,checkout,15
08:41,dairy,24
08:41,drinks,22
08:41,fruit,21
08:41,spices,11
08:42,checkout,13
08:42,dairy,24
08:42,drinks,19
08:42,fruit,18
08:42,spices,14
08:43,checkout,9
08:43,dairy,27
08:43,drinks,17
08:43,fruit,24
08:43,spices,15
08:44,checkout,11
08:44,dairy,30
08:44,drinks,20
08:44,fruit,19
08:44,spices,13
08:45,checkout,16
08:45,dairy,26
08:45,drinks,14
08:45,fruit,20
08:45,spices,15
08:46,checkout,11
08:46,dairy,31
08:46,drinks,18
08:46,fruit,17
08:46,spices,5
08:47,checkout,11
08:47,dairy,25
08:47,drinks,18
08:47,fruit,16
08:47,spices,11
08:48,checkout,4
08:48,dairy,26
08:48,drinks,21
08:48,fruit,23
08:48,spices,14
08:49,checkout,9
08:49,dairy,32
08:49,drinks,18
08:49,fruit,25
08:49,spices,12
08:50,checkout,18
08:50,dairy,30
08:50,drinks,10
08:50,fruit,26
08:50,spices,13
08:51,checkout,16
08:51,dairy,30
08:51,drinks,9
08:51,fruit,27
08:51,spices,7
08:52,checkout,8
08:52,dairy,27
08:52,drinks,10
08:52,fruit,29
08:52,spices,9
08:53,checkout,13
08:53,dairy,29
08:53,drinks,13
08:53,fruit,26
08:53,spices,14
08:54,checkout,14
08:54,dairy,32
08:54,drinks,15
08:54,fruit,24
08:54,spices,7
08:55,checkout,11
08:55,dairy,34
08:55,drinks,14
08:55,fruit,29
08:55,spices,13
08:56,checkout,11
08:56,dairy,31
08:56,drinks,25
08:56,fruit,26
08:56,spices,9
08:57,checkout,19
08:57,dairy,26
08:57,drinks,30
08:57,fruit,17
08:57,spices,5
08:58,checkout,14
08:58,dairy,26
08:58,drinks,20
08:58,fruit,19
08:58,spices,10
08:59,checkout,16
08:59,dairy,24
08:59,drinks,12
08:59,fruit,22
08:59,spices,10
09:00,checkout,12
09:00,dairy,24
09:00,drinks,15
09:00,fruit,19
09:00,spices,7
09:01,checkout,12
09:01,dairy,20
09:01,drinks,10
09:01,fruit,20
09:01,spices,6
09:02,checkout,9
09:02,dairy,21
09:02,drinks,8
09:02,fruit,15
09:02,spices,8
09:03,checkout,9
09:03,dairy,23
09:03,drinks,9
09:03,fruit,20
09:03,spices,6
09:04,checkout,4
09:04,dairy,22
09:04,drinks,15
09:04,fruit,20
09:04,spices,7
09:05,checkout,8
09:05,dairy,29
09:05,drinks,14
09:05,fruit,20
09:05,spices,6
09:06,checkout,12
09:06,dairy,29
09:06,drinks,16
09:06,fruit,17
09:06,spices,6
09:07,checkout,6
09:07,dairy,26
09:07,drinks,14
09:07,fruit,17
09:07,spices,8
09:08,checkout,8
09:08,dairy,30
09:08,drinks,13
09:08,fruit,18
09:08,spices,9
09:09,checkout,9
09:09,dairy,27
09:09,drinks,15
09:09,fruit,18
09:09,spices,7
09:10,checkout,7
09:10,dairy,28
09:10,drinks,12
09:10,fruit,18
09:10,spices,10
09:11,checkout,7
09:11,dairy,30
09:11,drinks,9
09:11,fruit,20
09:11,spices,13
09:12,checkout,12
09:12,dairy,27
09:12,drinks,8
09:12,fruit,19
09:12,spices,14
09:13,checkout,14
09:13,dairy,25
09:13,drinks,8
09:13,fruit,18
09:13,spices,10
09:14,checkout,8
09:14,dairy,24
09:14,drinks,10
09:14,fruit,20
09:14,spices,6
09:15,checkout,7
09:15,dairy,25
09:15,drinks,11
09:15,fruit,19
09:15,spices,6
09:16,checkout,15
09:16,dairy,21
09:16,drinks,10
09:16,fruit,16
09:16,spices,2
09:17,checkout,6
09:17,dairy,28
09:17,drinks,10
09:17,fruit,12
09:17,spices,1
09:18,checkout,5
09:18,dairy,30
09:18,drinks,11
09:18,fruit,14
09:18,spices,5
09:19,checkout,13
09:19,dairy,22
09:19,drinks,12
09:19,fruit,19
09:19,spices,7
09:20,checkout,16
09:20,dairy,22
09:20,drinks,10
09:20,fruit,11
09:20,spices,3
09:21,checkout,2
09:21,dairy,25
09:21,drinks,11
09:21,fruit,12
09:21,spices,4
09:22,checkout,8
09:22,dairy,26
09:22,drinks,9
09:22,fruit,13
09:22,spices,5
09:23,checkout,9
09:23,dairy,22
09:23,drinks,10
09:23,fruit,12
09:23,spices,7
09:24,checkout,6
09:24,dairy,24
09:24,drinks,14
09:24,fruit,5
09:24,spices,4
09:25,checkout,6
09:25,dairy,21
09:25,drinks,12
09:25,fruit,9
09:25,spices,7
09:26,checkout,5
09:26,dairy,21
09:26,drinks,11
09:26,fruit,14
09:26,spices,6
09:27,checkout,10
09:27,dairy,19
09:27,drinks,5
09:27,fruit,13
09:27,spices,10
09:28,checkout,6
09:28,dairy,25
09:28,drinks,9
09:28,fruit,10
09:28,spices,3
09:29,checkout,8
09:29,dairy,20
09:29,drinks,9
09:29,fruit,14
09:29,spices,3
09:30,checkout,6
09:30,dairy,20
09:30,drinks,9
09:30,fruit,15
09:30,spices,4
09:31,checkout,12
09:31,dairy,20
09:31,drinks,5
09:31,fruit,12
09:31,spices,3
09:32,checkout,8
09:32,dairy,16
09:32,drinks,4
09:32,fruit,12
09:32,spices,6
09:33,checkout,9
09:33,dairy,17
09:33,drinks,3
09:33,fruit,5
09:33,spices,6
09:34,checkout,2
09:34,dairy,21
09:34,drinks,4
09:34,fruit,6
09:34,spices,5
09:35,checkout,5
09:35,dairy,18
09:35,drinks,7
09:35,fruit,7
09:35,spices,4
09:36,checkout,6
09:36,dairy,19
09:36,drinks,5
09:36,fruit,8
09:36,spices,6
09:37,checkout,5
09:37,dairy,22
09:37,drinks,6
09:37,fruit,11
09:37,spices,7
09:38,checkout,10
09:38,dairy,23
09:38,drinks,5
09:38,fruit,12
09:38,spices,3
09:39,checkout,6
09:39,dairy,22
09:39,drinks,8
09:39,fruit,12
09:39,spices,7
09:40,checkout,6
09:40,dairy,18
09:40,drinks,12
09:40,fruit,17
09:40,spices,5
09:41,checkout,8
09:41,dairy,19
09:41,drinks,11
09:41,fruit,19
09:41,spices,5
09:42,checkout,9
09:42,dairy,11
09:42,drinks,15
09:42,fruit,21
09:42,spices,3
09:43,checkout,8
09:43,dairy,8
09:43,drinks,15
09:43,fruit,21
09:43,spices,4
09:44,checkout,12
09:44,dairy,5
09:44,drinks,10
09:44,fruit,16
09:44,spices,5
09:45,checkout,10
09:45,dairy,7
09:45,drinks,11
09:45,fruit,11
09:45,spices,4
09:46,checkout,8
09:46,dairy,10
09:46,drinks,8
09:46,fruit,15
09:46,spices,1
09:47,checkout,5
09:47,dairy,11
09:47,drinks,5
09:47,fruit,15
09:47,spices,1
09:48,checkout,7
09:48,dairy,10
09:48,drinks,7
09:48,fruit,15
09:48,spices,6
09:49,checkout,7
09:49,dairy,11
09:49,drinks,6
09:49,fruit,14
09:49,spices,4
09:50,checkout,1
09:50,dairy,12
09:50,drinks,9
09:50,fruit,12
09:50,spices,3
09:51,checkout,3
09:51,dairy,11
09:51,drinks,7
09:51,fruit,12
09:51,spices,7
09:52,checkout,6
09:52,dairy,11
09:52,drinks,9
09:52,fruit,9
09:52,spices,7
09:53,checkout,4
09:53,dairy,15
09:53,drinks,11
09:53,fruit,6
09:53,spices,5
09:54,checkout,5
09:54,dairy,15
09:54,drinks,6
09:54,fruit,11
09:54,spices,6
09:55,checkout,6
09:55,dairy,16
09:55,drinks,14
09:55,fruit,9
09:55,spices,3
09:56,checkout,7
09:56,dairy,15
09:56,drinks,14
09:56,fruit,10
09:56,spices,2
09:57,checkout,5
09:57,dairy,19
09:57,drinks,16
09:57,fruit,13
09:57,spices,3
09:58,checkout,8
09:58,dairy,17
09:58,drinks,9
09:58,fruit,18
09:58,spices,6
09:59,checkout,2
09:59,dairy,24
09:59,drinks,11
09:59,fruit,25
09:59,spices,6
10:00,checkout,6
10:00,dairy,26
10:00,drinks,9
10:00,fruit,24
10:00,spices,6
10:01,checkout,8
10:01,dairy,28
10:01,drinks,11
10:01,fruit,21
10:01,spices,9
10:02,checkout,7
10:02,dairy,36
10:02,drinks,10
10:02,fruit,15
10:02,spices,11
10:03,checkout,19
10:03,dairy,30
10:03,drinks,8
10:03,fruit,10
10:03,spices,8
10:04,checkout,4
10:04,dairy,30
10:04,drinks,11
10:04,fruit,11
10:04,spices,8
10:05,checkout,5
10:05,dairy,28
10:05,drinks,13
10:05,fruit,16
10:05,spices,12
10:06,checkout,7
10:06,dairy,29
10:06,drinks,8
10:06,fruit,15
10:06,spices,12
10:07,checkout,16
10:07,dairy,31
10:07,drinks,8
10:07,fruit,11
10:07,spices,8
10:08,checkout,9
10:08,dairy,31
10:08,drinks,6
10:08,fruit,11
10:08,spices,8
10:09,checkout,14
10:09,dairy,27
10:09,drinks,7
10:09,fruit,7
10:09,spices,7
10:10,checkout,8
10:10,dairy,25
10:10,drinks,5
10:10,fruit,13
10:10,spices,6
10:11,checkout,5
10:11,dairy,27
10:11,drinks,7
10:11,fruit,8
10:11,spices,7
10:12,checkout,2
10:12,dairy,24
10:12,drinks,8
10:12,fruit,13
10:12,spices,7
10:13,checkout,6
10:13,dairy,22
10:13,drinks,7
10:13,fruit,17
10:13,spices,7
10:14,checkout,7
10:14,dairy,20
10:14,drinks,7
10:14,fruit,19
10:14,spices,4
10:15,checkout,6
10:15,dairy,24
10:15,drinks,7
10:15,fruit,14
10:15,spices,6
10:16,checkout,6
10:16,dairy,24
10:16,drinks,7
10:16,fruit,18
10:16,spices,7
10:17,checkout,8
10:17,dairy,20
10:17,drinks,10
10:17,fruit,17
10:17,spices,11
10:18,checkout,5
10:18,dairy,17
10:18,drinks,9
10:18,fruit,21
10:18,spices,10
10:19,checkout,11
10:19,dairy,20
10:19,drinks,10
10:19,fruit,12
10:19,spices,9
10:20,checkout,13
10:20,dairy,21
10:20,drinks,6
10:20,fruit,7
10:20,spices,11
10:21,checkout,6
10:21,dairy,24
10:21,drinks,9
10:21,fruit,9
10:21,spices,6
10:22,checkout,4
10:22,dairy,26
10:22,drinks,11
10:22,fruit,10
10:22,spices,4
10:23,checkout,9
10:23,dairy,32
10:23,drinks,3
10:23,fruit,13
10:23,spices,8
10:24,checkout,9
10:24,dairy,31
10:24,drinks,4
10:24,fruit,13
10:24,spices,5
10:25,checkout,5
10:25,dairy,28
10:25,drinks,1
10:25,fruit,19
10:25,spices,3
10:26,checkout,8
10:26,dairy,25
10:26,drinks,5
10:26,fruit,17
10:26,spices,5
10:27,checkout,11
10:27,dairy,27
10:27,drinks,11
10:27,fruit,6
10:27,spices,8
10:28,checkout,8
10:28,dairy,19
10:28,drinks,14
10:28,fruit,9
10:28,spices,7
10:29,checkout,9
10:29,dairy,17
10:29,drinks,7
10:29,fruit,12
10:29,spices,7
10:30,checkout,6
10:30,dairy,16
10:30,drinks,10
10:30,fruit,10
10:30,spices,6
10:31,checkout,6
10:31,dairy,19
10:31,drinks,10
10:31,fruit,12
10:31,spices,5
10:32,checkout,8
10:32,dairy,15
10:32,drinks,11
10:32,fruit,12
10:32,spices,5
10:33,checkout,6
10:33,dairy,14
10:33,drinks,11
10:33,fruit,9
10:33,spices,7
10:34,checkout,7
10:34,dairy,14
10:34,drinks,7
10:34,fruit,10
10:34,spices,8
10:35,checkout,11
10:35,dairy,18
10:35,drinks,6
10:35,fruit,9
10:35,spices,4
10:36,checkout,9
10:36,dairy,17
10:36,drinks,3
10:36,fruit,6
10:36,spices,9
10:37,checkout,3
10:37,dairy,16
10:37,drinks,5
10:37,fruit,12
10:37,spices,5
10:38,checkout,4
10:38,dairy,15
10:38,drinks,8
10:38,fruit,16
10:38,spices,3
10:39,checkout,10
10:39,dairy,15
10:39,drinks,6
10:39,fruit,10
10:39,spices,6
10:40,checkout,10
10:40,dairy,16
10:40,drinks,4
10:40,fruit,9
10:40,spices,8
10:41,checkout,3
10:41,dairy,21
10:41,drinks,6
10:41,fruit,7
10:41,spices,9
10:42,checkout,4
10:42,dairy,20
10:42,drinks,6
10:42,fruit,10
10:42,spices,9
10:43,checkout,5
10:43,dairy,17
10:43,drinks,10
10:43,fruit,7
10:43,spices,6
10:44,checkout,9
10:44,dairy,18
10:44,drinks,6
10:44,fruit,6
10:44,spices,8
10:45,checkout,3
10:45,dairy,12
10:45,drinks,6
10:45,fruit,9
10:45,spices,8
10:46,checkout,7
10:46,dairy,12
10:46,drinks,9
10:46,fruit,6
10:46,spices,5
10:47,checkout,4
10:47,dairy,13
10:47,drinks,6
10:47,fruit,10
10:47,spices,10
10:48,checkout,6
10:48,dairy,13
10:48,drinks,7
10:48,fruit,8
10:48,spices,8
10:49,checkout,6
10:49,dairy,11
10:49,drinks,9
10:49,fruit,12
10:49,spices,4
10:50,checkout,5
10:50,dairy,14
10:50,drinks,9
10:50,fruit,10
10:50,spices,8
10:51,checkout,10
10:51,dairy,17
10:51,drinks,6
10:51,fruit,7
10:51,spices,6
10:52,checkout,3
10:52,dairy,18
10:52,drinks,6
10:52,fruit,6
10:52,spices,4
10:53,checkout,6
10:53,dairy,16
10:53,drinks,6
10:53,fruit,5
10:53,spices,7
10:54,checkout,10
10:54,dairy,12
10:54,drinks,5
10:54,fruit,5
10:54,spices,7
10:55,checkout,4
10:55,dairy,13
10:55,drinks,5
10:55,fruit,5
10:55,spices,3
10:56,checkout,2
10:56,dairy,12
10:56,drinks,8
10:56,fruit,8
10:56,spices,5
10:57,checkout,4
10:57,dairy,11
10:57,drinks,9
10:57,fruit,8
10:57,spices,6
10:58,checkout,7
10:58,dairy,18
10:58,drinks,5
10:58,fruit,10
10:58,spices,6
10:59,checkout,8
10:59,dairy,16
10:59,drinks,6
10:59,fruit,8
10:59,spices,4
11:00,checkout,4
11:00,dairy,16
11:00,drinks,8
11:00,fruit,8
11:00,spices,5
11:01,checkout,7
11:01,dairy,17
11:01,drinks,11
11:01,fruit,9
11:01,spices,3
11:02,checkout,8
11:02,dairy,21
11:02,drinks,7
11:02,fruit,12
11:02,spices,3
11:03,checkout,5
11:03,dairy,18
11:03,drinks,12
11:03,fruit,8
11:03,spices,4
11:04,checkout,5
11:04,dairy,16
11:04,drinks,10
11:04,fruit,8
11:04,spices,3
11:05,checkout,11
11:05,dairy,13
11:05,drinks,9
11:05,fruit,3
11:05,spices,7
11:06,checkout,4
11:06,dairy,11
11:06,drinks,11
11:06,fruit,8
11:06,spices,6
11:07,checkout,8
11:07,dairy,12
11:07,drinks,11
11:07,fruit,12
11:07,spices,5
11:08,checkout,4
11:08,dairy,9
11:08,drinks,10
11:08,fruit,17
11:08,spices,6
11:09,checkout,7
11:09,dairy,8
11:09,drinks,10
11:09,fruit,17
11:09,spices,9
11:10,checkout,4
11:10,dairy,8
11:10,drinks,10
11:10,fruit,16
11:10,spices,8
11:11,checkout,9
11:11,dairy,9
11:11,drinks,7
11:11,fruit,10
11:11,spices,9
11:12,checkout,3
11:12,dairy,9
11:12,drinks,6
11:12,fruit,8
11:12,spices,11
11:13,checkout,7
11:13,dairy,11
11:13,drinks,5
11:13,fruit,9
11:13,spices,3
11:14,checkout,3
11:14,dairy,13
11:14,drinks,6
11:14,fruit,8
11:14,spices,1
11:15,checkout,4
11:15,dairy,11
11:15,drinks,8
11:15,fruit,7
11:15,spices,1
11:16,checkout,3
11:16,dairy,12
11:16,drinks,6
11:16,fruit,5
11:16,spices,4
11:17,checkout,2
11:17,dairy,12
11:17,drinks,5
11:17,fruit,7
11:17,spices,7
11:18,checkout,6
11:18,dairy,9
11:18,drinks,4
11:18,fruit,10
11:18,spices,3
11:19,checkout,2
11:19,dairy,8
11:19,drinks,4
11:19,fruit,14
11:19,spices,7
11:20,checkout,8
11:20,dairy,8
11:20,drinks,6
11:20,fruit,12
11:20,spices,5
11:21,checkout,7
11:21,dairy,7
11:21,drinks,2
11:21,fruit,11
11:21,spices,11
11:22,checkout,8
11:22,dairy,9
11:22,drinks,5
11:22,fruit,11
11:22,spices,6
11:23,checkout,10
11:23,dairy,8
11:23,drinks,6
11:23,fruit,8
11:23,spices,4
11:24,checkout,7
11:24,dairy,9
11:24,drinks,6
11:24,fruit,8
11:24,spices,7
11:25,checkout,10
11:25,dairy,10
11:25,drinks,6
11:25,fruit,2
11:25,spices,7
11:26,checkout,4
11:26,dairy,10
11:26,drinks,5
11:26,fruit,3
11:26,spices,4
11:27,checkout,2
11:27,dairy,15
11:27,drinks,7
11:27,fruit,7
11:27,spices,3
11:28,checkout,5
11:28,dairy,14
11:28,drinks,6
11:28,fruit,11
11:28,spices,5
11:29,checkout,5
11:29,dairy,15
11:29,drinks,9
11:29,fruit,4
11:29,spices,4
11:30,checkout,6
11:30,dairy,15
11:30,drinks,6
11:30,fruit,5
11:30,spices,3
11:31,checkout,4
11:31,dairy,13
11:31,drinks,7
11:31,fruit,6
11:31,spices,1
11:32,checkout,4
11:32,dairy,13
11:32,drinks,6
11:32,fruit,7
11:32,spices,3
11:33,checkout,7
11:33,dairy,10
11:33,drinks,4
11:33,fruit,7
11:33,spices,6
11:34,checkout,6
11:34,dairy,13
11:34,drinks,2
11:34,fruit,6
11:34,spices,6
11:35,checkout,4
11:35,dairy,11
11:35,drinks,4
11:35,fruit,6
11:35,spices,2
11:36,checkout,4
11:36,dairy,8
11:36,drinks,4
11:36,fruit,4
11:36,spices,3
11:37,checkout,4
11:37,dairy,9
11:37,drinks,5
11:37,fruit,4
11:37,spices,2
11:38,checkout,5
11:38,dairy,14
11:38,drinks,5
11:38,fruit,9
11:38,spices,2
11:39,checkout,3
11:39,dairy,19
11:39,drinks,5
11:39,fruit,10
11:39,spices,3
11:40,checkout,5
11:40,dairy,19
11:40,drinks,4
11:40,fruit,9
11:40,spices,3
11:41,checkout,5
11:41,dairy,19
11:41,drinks,6
11:41,fruit,8
11:41,spices,5
11:42,checkout,5
11:42,dairy,17
11:42,drinks,7
11:42,fruit,8
11:42,spices,6
11:43,checkout,4
11:43,dairy,19
11:43,drinks,7
11:43,fruit,11
11:43,spices,6
11:44,checkout,8
11:44,dairy,22
11:44,drinks,5
11:44,fruit,7
11:44,spices,3
11:45,checkout,2
11:45,dairy,21
11:45,drinks,6
